ID,ID_клиента,фамилия,кредитный_рейтинг,город,пол,возраст,стаж_в_банке,баланс_депозита,число_продуктов,есть_кредитка,активный_клиент,оценочная_зарплата,ушел_из_банка
3284,15766183,Тестов461,651,Астана,Male,28,7,,2,1,1,65732.25,0
3285,15607988,Тестов763,710,Алматы,Male,39,5,,2,1,1,161653.5,0
3286,15663883,Тестов55,727,Алматы,Male,40,6,,2,0,1,166682.57,0
3287,15616454,Тестов271,667,Атырау,Male,26,9,95679.29,1,1,0,141533.19,1
3288,15648047,Тестов394,686,Алматы,Male,29,7,,2,1,0,64849.74,0
3289,15586959,Тестов522,711,Астана,Male,34,4,,1,1,0,132436.71,0
3290,15758726,Тестов29,707,Алматы,Female,41,9,,2,0,1,48990.5,0
3291,15641655,Тестов766,679,Астана,Male,56,7,97324.91,1,1,1,155711.64,0
3292,15776936,Тестов168,581,Алматы,Female,56,7,133845.36,1,1,0,46677.9,1
3293,15589435,Тестов175,727,Астана,Female,39,1,,2,0,1,123613.81,0
3294,15587913,Тестов396,590,Алматы,Female,37,7,,2,1,0,121840.2,0
3295,15814750,Тестов61,567,Астана,Male,26,5,,2,0,0,108645.85,0
3296,15704771,Тестов338,850,Алматы,Female,34,1,,2,1,0,78650.95,0
3297,15788183,Тестов378,699,Алматы,Male,71,5,,2,1,1,82970.69,0
3298,15583480,Тестов479,637,Атырау,Female,55,10,131762.94,1,1,0,92664.09,1
3299,15674671,Тестов248,661,Астана,Male,26,1,91070.43,1,1,0,187816.59,0
3300,15648766,Тестов342,704,Астана,Female,35,9,,2,1,1,176713.47,0
3301,15651581,Тестов572,711,Астана,Female,39,3,,1,1,0,104889.3,1
3302,15721730,Тестов566,598,Атырау,Male,36,9,143350.41,1,1,0,64421.02,0
3303,15741554,Тестов619,727,Алматы,Male,34,9,129209.48,1,1,1,84871.99,0
3304,15798824,Бекмурзаев,595,Астана,Male,46,2,,2,1,1,142995.32,0
3305,15605072,Тестов291,656,Алматы,Male,37,1,,1,1,1,66732.63,0
3306,15671582,Тестов470,676,Алматы,Female,33,3,,2,1,1,96463.25,0
3307,15592762,Тестов694,613,Алматы,Female,43,2,,2,1,1,140745.91,0
3308,15633930,Тестов143,651,Атырау,Female,42,3,173340.83,4,0,1,117834.92,1
3309,15680706,Тестов508,762,Алматы,Male,38,3,,2,0,0,126812.63,0
3310,15583841,Тестов454,577,Атырау,Female,55,4,126547.8,1,1,0,91830.75,1
3311,15583090,Тестов335,691,Астана,Female,46,8,,1,1,0,135067.04,1
3312,15783029,Тестов82,793,Астана,Male,48,1,130796.33,1,1,0,75578.67,1
3313,15584849,Тестов811,642,Астана,Male,43,4,,2,0,1,86935.08,0
3314,15677550,Тестов356,528,Алматы,Female,28,8,,2,1,0,167066.95,0
3315,15799031,Тестов684,757,Алматы,Female,50,9,,2,1,1,77965.44,0
3316,15581505,Тестов820,679,Алматы,Female,58,1,,2,1,1,142331.55,0
3317,15622507,Тестов803,695,Алматы,Male,26,6,,2,1,1,132719.8,0
3318,15681802,Тестов774,730,Атырау,Male,51,10,137104.47,2,1,1,80134.65,0
3319,15794874,Тестов634,685,Атырау,Male,30,5,121394.42,2,1,1,153535.24,0
3320,15745375,Тестов550,765,Атырау,Female,45,4,109783.69,3,1,0,102391.06,1
3321,15804814,Тестов741,543,Алматы,Male,43,8,,2,1,1,91561.57,0
3322,15631310,Тестов662,586,Астана,Male,38,8,,2,1,1,64872.55,0
3323,15569266,Тестов769,652,Алматы,Male,29,6,,2,0,0,165038.41,0
3324,15678916,Тестов680,743,Алматы,Male,30,2,,2,1,1,97938.59,0
3325,15581811,Тестов482,727,Атырау,Male,39,2,109876.82,1,0,0,94767.77,1
3326,15650351,Тестов654,829,Алматы,Male,35,5,,2,1,1,143739.48,0
3327,15620676,Тестов46,622,Алматы,Male,31,5,,2,0,0,186489.95,0
3328,15571752,Тестов309,684,Алматы,Male,37,7,,2,1,1,187942.5,0
3329,15771087,Тестов665,679,Атырау,Female,44,9,97041.16,1,1,1,88890.05,1
3330,15650251,Тестов639,559,Атырау,Female,42,9,115345.86,1,1,0,164357.1,1
3331,15692931,Тестов556,697,Атырау,Male,32,8,109196.66,2,1,0,35199.24,0
3332,15686957,Тестов29,696,Алматы,Female,40,3,,2,1,1,125518.32,0
3333,15695097,Тестов406,656,Алматы,Female,35,7,,2,0,0,120586.32,0
3334,15803886,Тестов54,688,Астана,Female,43,8,,2,0,1,25662.27,0
3335,15585928,Тажибаев,593,Астана,Male,42,5,128389.12,1,1,1,142516.35,0
3336,15571415,Тестов706,663,Алматы,Female,34,3,152582.3,1,0,1,199808.1,0
3337,15757425,Тестов814,684,Алматы,Male,33,6,121907.97,1,0,1,161249.78,0
3338,15651022,Тестов460,681,Атырау,Female,27,2,136855.94,1,1,0,88827.67,0
3339,15650670,Тестов585,652,Алматы,Male,69,6,,2,1,1,115068.99,0
3340,15731569,Тестов177,686,Алматы,Male,38,9,,1,1,0,26249.86,1
3341,15577515,Тестов566,705,Атырау,Female,49,5,130306.34,1,1,1,143598.7,1
3342,15683560,Тестов643,807,Алматы,Female,41,2,,2,1,1,182944.48,0
3343,15750264,Даулетов,649,Алматы,Female,41,8,,2,1,0,122268.75,1
3344,15794472,Тестов308,683,Алматы,Male,33,5,110132.55,1,1,0,145986.35,0
3345,15602497,Тестов819,538,Астана,Male,29,4,,2,1,0,179540.73,0
3346,15778049,Тестов768,711,Алматы,Male,33,10,,2,1,1,102750.8,0
3347,15734461,Тестов547,754,Алматы,Male,34,5,124577.33,1,0,1,176576.62,0
3348,15743976,Тестов598,769,Алматы,Male,33,6,,1,1,1,111442.71,0
3349,15642448,Тестов811,535,Атырау,Female,57,8,77846.9,4,1,0,176984.34,1
3350,15756625,Тестов45,676,Алматы,Male,32,1,,1,0,1,105599.65,0
3351,15725141,Тестов594,667,Астана,Male,39,8,,2,1,0,38970.14,0
3352,15691792,Тестов819,641,Атырау,Male,37,4,99095.73,1,1,1,131281.28,0
3353,15618243,Тестов406,645,Астана,Male,34,6,161803.79,1,0,0,171413.66,0
3354,15710390,Тестов195,523,Астана,Male,36,6,,2,1,0,50485.7,0
3355,15802060,Тестов343,710,Алматы,Male,49,10,,2,1,0,130461.09,0
3356,15684861,Тестов406,684,Астана,Male,34,9,,2,1,1,131660.31,0
3357,15670343,Тестов780,677,Алматы,Female,56,3,,1,1,0,166031.08,1
3358,15591552,Тестов645,630,Алматы,Male,49,0,,2,1,0,88890.05,0
3359,15726776,Тестов762,684,Атырау,Female,28,8,105522.73,2,0,1,100137.5,0
3360,15600734,Тестов786,592,Алматы,Male,40,9,,2,0,0,35600.25,0
3361,15765952,Тестов175,549,Алматы,Male,38,5,106011.59,1,1,1,74850.84,0
3362,15715643,Тестов351,642,Атырау,Male,48,3,115764.32,2,1,0,89935.73,1
3363,15809286,Тестов80,713,Алматы,Male,28,5,,2,1,1,167973.63,0
3364,15766427,Тестов654,516,Астана,Male,37,4,,2,1,0,103557.85,0
3365,15786078,Тестов737,751,Алматы,Male,35,4,,2,1,1,131778.58,0
3366,15662532,Тестов424,648,Алматы,Male,38,4,,1,1,1,177528.92,0
3367,15775104,Тестов501,833,Алматы,Male,34,6,,2,1,0,160529.71,0
3368,15697311,Тестов64,545,Алматы,Female,38,8,,2,0,0,113926.31,0
3369,15697020,Тестов303,602,Астана,Male,48,7,,1,1,1,58879.32,1
3370,15791373,Тестов312,660,Астана,Female,31,1,,2,0,0,155739.56,0
3371,15585855,Тестов354,509,Алматы,Male,39,5,,2,0,0,25116.9,0
3372,15571073,Тестов327,722,Атырау,Male,31,6,102994.04,2,1,0,158887.09,0
3373,15655229,Тестов157,476,Алматы,Male,35,6,89079.41,1,1,0,180890.4,0
3374,15573893,Тестов201,646,Алматы,Male,30,8,,2,1,0,186489.95,0
3375,15584897,Тестов460,602,Алматы,Female,34,1,,1,0,0,170903.4,0
3376,15757577,Тестов494,732,Алматы,Female,32,7,,1,1,0,85983.54,1
3377,15749807,Тестов585,718,Алматы,Male,35,1,,2,1,1,112781.5,0
3378,15643679,Тестов446,668,Алматы,Female,38,5,,2,1,0,70783.61,0
3379,15586699,Тестов378,585,Астана,Male,48,6,,1,1,0,26260.98,1
3380,15659325,Тестов114,587,Алматы,Male,36,5,125437.86,2,1,1,93255.85,0
3381,15763093,Тестов139,461,Астана,Male,31,1,111760.4,1,0,1,168034.9,0
3382,15777076,Тестов354,597,Алматы,Male,32,1,,1,1,1,71519.4,0
3383,15611579,Тестов209,645,Алматы,Female,29,0,,2,1,1,127587.22,0
3384,15607537,Тестов483,629,Алматы,Female,37,7,150500.64,1,0,0,35177.31,0
3385,15680201,Тестов672,567,Алматы,Male,28,9,95914.76,1,1,1,138021.36,0
3386,15796790,Тестов522,546,Астана,Male,45,4,,1,1,0,90860.97,1
3387,15761733,Кабдулов,821,Алматы,Male,41,8,,2,1,1,83087.88,0
3388,15682533,Тестов808,553,Астана,Male,43,8,122570.87,1,1,0,146821.42,1
3389,15775750,Тестов717,612,Алматы,Female,51,2,,1,1,0,162763.01,1
3390,15753861,Тестов170,597,Астана,Female,30,4,,2,1,0,143598.7,0
3391,15752507,Тестов720,694,Атырау,Female,57,4,102982.89,1,1,1,60427.3,0
3392,15613172,Тестов296,596,Алматы,Female,31,1,,1,1,0,113557.77,0
3393,15722533,Тестов685,803,Алматы,Female,37,10,,1,1,1,113048.79,0
3394,15758513,Тестов730,675,Астана,Female,39,6,,2,0,0,94499.06,0
3395,15731412,Тестов517,634,Алматы,Male,48,8,121172.97,1,1,1,64448.36,0
3396,15787026,Тестов357,741,Атырау,Female,26,5,140197.18,2,1,1,173870.39,0
3397,15584967,Тестов480,633,Алматы,Female,63,6,137781.65,1,0,1,92664.09,0
3398,15718454,Тестов768,748,Алматы,Male,62,3,,2,1,1,78955.8,0
3399,15627195,Тестов183,526,Астана,Male,34,2,,2,1,1,90876.95,0
3400,15749807,Тестов663,707,Астана,Female,45,4,,2,1,0,178291.09,0
3401,15672397,Тестов722,622,Алматы,Male,29,3,,1,1,1,48505.1,0
3402,15662403,Тестов144,684,Астана,Male,35,8,,2,1,1,144874.67,0
3403,15589869,Тестов647,619,Алматы,Male,26,4,,2,1,1,160529.71,0
3404,15593470,Нуржанов,738,Алматы,Female,32,0,,2,1,1,1843.24,0
3405,15752588,Тестов520,705,Алматы,Female,37,9,,2,1,0,133535.32,0
3406,15629677,Тестов76,585,Алматы,Male,34,2,,2,1,0,126469.09,0
3407,15748589,Тестов398,571,Алматы,Female,50,3,,1,1,1,181224.56,1
3408,15780140,Тестов636,706,Алматы,Male,29,3,,2,0,0,137739.02,0
3409,15659325,Тестов557,725,Алматы,Female,33,4,,2,1,1,163584.85,0
3410,15667932,Тестов762,589,Алматы,Male,38,1,,2,1,1,146895.07,0
3411,15734365,Тестов52,719,Алматы,Female,35,10,,2,1,1,180553.48,0
3412,15594576,Тестов401,651,Алматы,Female,40,5,,2,1,0,173365.9,0
3413,15647800,Тестов97,732,Атырау,Female,52,9,160982.89,1,1,1,148814.27,1
3414,15682757,Тестов194,623,Астана,Female,37,9,122338.38,1,1,1,56793.02,0
3415,15586522,Тестов558,797,Алматы,Female,35,1,,1,1,0,89801.9,1
3416,15762216,Тестов545,531,Атырау,Female,60,5,113715.36,1,1,0,118716.63,1
3417,15589924,Тестов456,637,Алматы,Male,60,10,,2,1,1,163558.36,0
3418,15661670,Тестов609,661,Атырау,Male,29,1,106770.82,1,1,0,56937.43,0
3419,15668971,Тестов263,637,Алматы,Male,28,5,,2,1,0,138526.96,0
3420,15781574,Тестов155,604,Алматы,Female,51,3,170113,1,1,1,131097.9,1
3421,15694859,Тестов441,655,Алматы,Male,31,3,116313.57,1,1,0,125961.48,0
3422,15780989,Тестов719,582,Алматы,Female,69,2,,2,1,1,35367.19,0
3423,15786463,Тестов826,648,Алматы,Male,31,7,,2,1,1,125962.02,0
3424,15776824,Тестов668,698,Алматы,Male,55,2,91611.12,1,1,0,38691.34,0
3425,15629117,Тестов320,703,Астана,Female,21,8,,1,1,1,162922.65,0
3426,15784323,Тестов699,527,Алматы,Male,36,9,,1,0,1,158918.03,0
3427,15790314,Тестов269,656,Алматы,Male,34,2,,2,1,1,116747.62,0
3428,15588928,Тестов612,663,Алматы,Female,46,0,,2,1,1,93524.19,0
3429,15752801,Тестов242,564,Алматы,Male,37,10,,2,0,0,102076.03,0
3430,15800805,Тестов325,537,Алматы,Male,34,6,,2,1,0,91429.74,0
3431,15798834,Тестов336,668,Атырау,Male,37,4,123936.54,1,1,0,64375.4,1
3432,15594812,Тестов790,593,Атырау,Male,31,0,117799.28,1,0,1,92547.01,0
3433,15663438,Тестов800,627,Атырау,Female,42,10,115217.99,2,1,0,162260.93,0
3434,15578744,Тестов75,724,Алматы,Female,24,7,,1,1,0,122949.71,0
3435,15739997,Тестов303,807,Алматы,Male,53,7,,2,0,1,91903.9,0
3436,15793311,Тестов435,712,Алматы,Male,35,2,,2,1,1,149558.83,0
3437,15796074,Тестов654,634,Атырау,Female,45,5,153946.14,1,0,0,143882.25,1
3438,15724892,Тестов509,603,Астана,Male,37,4,,2,0,1,112239.03,0
3439,15580493,Тестов804,697,Атырау,Male,50,7,107949.45,2,1,0,49833.5,0
3440,15730397,Тестов221,695,Алматы,Male,28,9,,1,1,0,180134.88,1
3441,15753862,Баймухамбетов,648,Астана,Male,31,6,,1,0,1,129938.57,0
3442,15768244,Тестов390,678,Астана,Male,26,3,121529.45,1,0,0,61312.15,0
3443,15679075,Тестов433,677,Алматы,Male,38,4,,1,1,0,149648.45,0
3444,15809847,Тестов565,724,Атырау,Female,46,7,122398.54,1,1,0,54869.54,1
3445,15623196,Тестов69,687,Атырау,Female,52,2,127818.52,1,1,0,102665.92,1
3446,15751412,Тестов383,579,Астана,Male,35,8,121276.32,2,0,1,180862.26,1
3447,15642099,Тестов810,684,Алматы,Male,40,8,,2,1,0,71811.9,0
3448,15594576,Тестов696,684,Атырау,Male,32,6,108117.1,1,1,1,27239.28,0
3449,15691840,Тестов206,616,Алматы,Male,35,9,,2,1,1,131301.74,0
3450,15590344,Тестов568,641,Астана,Female,39,3,102703.62,1,0,0,163317.5,0
3451,15769246,Тестов707,663,Алматы,Female,39,3,,2,1,1,186489.95,0
3452,15799480,Тестов618,556,Алматы,Female,39,7,,2,0,0,147530.06,0
3453,15790717,Тестов419,693,Алматы,Female,39,8,94493.03,1,1,0,65906.07,0
3454,15738751,Жанабаев,746,Алматы,Male,42,8,,2,1,0,61240.83,0
3455,15750803,Тестов795,565,Астана,Female,30,2,,2,1,1,38960.59,0
3456,15656726,Тестов247,676,Астана,Female,35,4,,2,1,0,131736.23,0
3457,15680683,Тестов428,661,Атырау,Male,41,3,113978.97,1,1,0,134463.27,1
3458,15579826,Тестов45,662,Алматы,Male,41,5,103362.14,1,1,1,59755.14,0
3459,15592762,Тестов417,811,Алматы,Male,31,1,,2,1,1,176487.05,0
3460,15777744,Тестов292,657,Алматы,Male,40,7,,1,1,0,110783.28,0
3461,15589312,Тестов80,602,Алматы,Female,33,6,130404.92,1,0,1,126812.63,0
3462,15603065,Тестов33,731,Алматы,Male,35,7,175739.36,1,1,1,136050.44,0
3463,15746035,Тестов498,850,Алматы,Male,34,5,,2,1,0,87834.92,0
3464,15671755,Тестов803,657,Астана,Male,43,5,,2,1,1,49133.45,0
3465,15801414,Тестов435,749,Алматы,Male,33,3,,2,1,0,141069.88,0
3466,15580956,Тестов471,717,Алматы,Male,33,6,88815.56,1,1,1,169920.92,0
3467,15790717,Тестов57,705,Алматы,Female,23,10,,2,1,1,170968.99,0
3468,15646712,Тестов570,597,Алматы,Female,31,4,,2,1,0,171045.35,0
3469,15615032,Тестов284,685,Алматы,Female,38,6,,2,1,0,60920.03,0
3470,15694765,Тестов26,754,Алматы,Female,45,7,,1,1,0,121408.55,1
3471,15673372,Тестов793,645,Атырау,Male,48,5,124640.41,1,1,0,122925.5,1
3472,15761043,Тестов748,752,Атырау,Male,37,2,123815.86,2,1,1,40257.79,0
3473,15791045,Тестов391,596,Астана,Male,34,8,,2,1,1,127939.19,0
3474,15593978,Тестов479,584,Алматы,Male,37,6,,2,0,1,166513.49,0
3475,15782939,Кабдулов,726,Атырау,Male,30,8,170833.46,2,1,1,25395.83,0
3476,15623357,Тестов562,659,Алматы,Male,38,10,,2,0,0,177896.92,0
3477,15741385,Тестов547,581,Астана,Female,58,10,,2,1,0,176780.39,1
3478,15588859,Тестов780,572,Атырау,Female,32,4,99087.5,1,1,0,73371.65,0
3479,15575243,Тестов551,675,Астана,Female,41,7,,2,1,1,180598.86,0
3480,15795895,Тестов538,632,Алматы,Male,45,8,92636.96,1,0,1,107876.2,0
3481,15752731,Тестов737,699,Алматы,Male,66,2,,2,1,1,91775.51,0
3482,15602451,Тестов293,738,Алматы,Female,37,3,,2,1,1,160129.99,0
3483,15798975,Тестов232,762,Атырау,Male,35,3,93955.83,2,0,0,15068.18,0
3484,15673591,Тестов393,745,Астана,Male,41,3,,2,1,0,69227.27,0
3485,15807889,Тестов234,678,Алматы,Male,34,5,,2,1,1,136330.32,0
3486,15752578,Тестов759,603,Астана,Female,40,6,,1,1,0,113481.02,1
3487,15677955,Тестов41,724,Астана,Male,47,4,,1,0,1,187946.55,0
3488,15631201,Тестов668,678,Алматы,Male,49,8,,2,1,0,148750.16,0
3489,15811589,Тестов189,587,Алматы,Male,30,5,,2,1,0,76408.24,0
3490,15728683,Тестов350,792,Атырау,Male,45,2,89550.85,1,1,1,75578.67,1
3491,15699492,Тестов178,745,Атырау,Male,34,3,143681.97,2,1,0,184399.77,0
3492,15638269,Тестов214,727,Алматы,Female,41,3,176798.82,1,1,0,165574.79,0
3493,15731511,Тестов248,645,Алматы,Female,34,6,178056.54,2,1,1,63737.19,1
3494,15583394,Тестов690,687,Алматы,Male,31,2,,2,0,0,196257.67,0
3495,15731855,Тестов72,730,Алматы,Male,41,1,,1,1,0,138051.19,1
3496,15794413,Тестов453,694,Астана,Male,34,6,,1,1,1,59093.39,0
3497,15782941,Тестов116,628,Алматы,Male,38,1,112465.07,1,0,1,131712.56,0
3498,15579112,Тестов325,594,Астана,Male,35,2,137711.08,1,1,1,174800.31,0
3499,15725028,Тестов422,712,Астана,Male,41,7,,1,1,0,145796.49,0
3500,15691840,Тестов212,739,Алматы,Male,28,6,,1,1,0,46422.46,0
3501,15774151,Тестов660,588,Астана,Male,32,8,,2,1,0,166650.9,0
3502,15585280,Тестов736,707,Алматы,Female,37,9,,1,1,0,81602.02,0
3503,15761047,Тестов525,598,Алматы,Female,32,8,,2,1,1,74042,0
3504,15764892,Тестов684,744,Атырау,Female,35,0,124577.33,1,0,0,78854.57,0
3505,15774727,Сатыбалдин,712,Алматы,Female,40,4,,2,1,1,163666.85,0
3506,15776433,Тестов562,675,Атырау,Male,37,3,120822.86,2,1,0,141175.18,0
3507,15744689,Тестов730,635,Алматы,Female,41,5,,2,1,1,165038.42,0
3508,15574558,Тестов67,629,Астана,Female,34,8,,1,1,1,136028.99,0
3509,15752801,Тестов605,683,Астана,Female,33,9,,2,1,1,40257.79,0
3510,15621116,Тестов450,613,Алматы,Female,55,1,,1,1,1,55775.72,0
3511,15738889,Тестов610,623,Алматы,Female,31,5,,2,1,1,116973.48,0
3512,15757911,Тестов436,569,Алматы,Male,37,1,,2,1,1,158958.4,0
3513,15641877,Тестов163,807,Атырау,Male,45,7,74989.58,2,1,1,72993.65,0
3514,15771749,Тестов248,695,Алматы,Male,36,4,,2,1,0,104769.96,0
3515,15667588,Тестов301,683,Атырау,Female,35,2,128881.49,1,1,0,161845.81,0
3516,15642448,Тестов480,635,Алматы,Male,36,4,,2,1,0,153747.73,0
3517,15583515,Тестов523,752,Алматы,Female,43,9,,2,1,0,182547.04,1
3518,15658057,Тестов98,635,Алматы,Male,30,4,,2,1,0,106040.97,0
3519,15763898,Тестов94,572,Алматы,Male,37,1,,2,1,1,97767.63,0
3520,15797733,Тестов181,635,Алматы,Female,39,8,,1,0,0,135650.24,1
3521,15703788,Тестов456,705,Алматы,Female,35,0,,2,0,0,177099.71,0
3522,15744517,Тестов520,571,Алматы,Female,32,4,,2,1,0,122268.75,0
3523,15706899,Тестов792,599,Алматы,Male,49,1,,2,1,1,131718.12,0
3524,15679299,Тестов363,730,Алматы,Male,39,1,,1,1,0,181850.74,1
3525,15743817,Тестов142,638,Атырау,Female,53,5,121647.54,1,0,0,136886.46,1
3526,15761706,Тестов820,521,Алматы,Female,25,9,,2,1,0,158750.53,0
3527,15662698,Тестов687,614,Атырау,Male,28,6,164948.98,2,1,1,111324.41,0
3528,15587913,Тестов824,624,Алматы,Female,42,3,,1,0,0,170835.32,1
3529,15694765,Тестов101,728,Атырау,Male,32,2,69413.44,1,1,1,111243.09,0
3530,15684461,Тестов624,684,Астана,Male,33,1,,1,1,1,54474.48,0
3531,15799435,Тестов133,627,Алматы,Female,39,10,,1,1,0,162699.7,1
3532,15604482,Тестов345,686,Атырау,Female,30,10,137998.2,2,1,0,125877.22,0
3533,15617252,Тестов324,554,Астана,Female,34,6,92340.69,2,0,0,182436.81,0
3534,15596060,Тестов582,645,Атырау,Female,59,4,135179.49,1,0,0,151924.9,1
3535,15720929,Тестов273,569,Алматы,Female,31,4,,2,1,0,69361.95,0
3536,15741719,Тестов342,598,Алматы,Female,35,3,,2,0,0,60729.41,0
3537,15704771,Тестов378,686,Алматы,Male,49,9,,2,1,0,6139.74,0
3538,15650237,Тестов334,707,Атырау,Male,52,8,127585.98,1,1,0,173844.89,1
3539,15717046,Тестов428,675,Алматы,Male,48,6,80964.57,1,1,0,58907.08,1
3540,15708714,Тестов539,586,Астана,Male,31,5,,2,1,0,133535.29,0
3541,15733661,Тестов277,633,Астана,Female,44,9,,2,1,0,88721.84,0
3542,15682890,Тестов808,559,Атырау,Male,23,9,107944.4,2,1,1,90876.95,0
3543,15700212,Тестов442,714,Астана,Female,42,0,,2,0,0,85412.24,0
3544,15694366,Тестов55,553,Алматы,Female,26,8,,1,1,1,94888.6,1
3545,15606841,Тестов390,694,Атырау,Male,43,5,113635.43,2,1,1,107787.42,0
3546,15697318,Тестов502,489,Атырау,Male,55,3,113957.01,3,1,0,181543.67,1
3547,15602851,Тестов27,658,Алматы,Female,41,2,,2,1,0,142956.48,0
3548,15637593,Тестов759,628,Алматы,Male,44,3,,2,0,1,121151.1,0
3549,15792525,Тестов115,685,Алматы,Male,32,2,,2,1,1,1528.4,0
3550,15799600,Тестов359,649,Астана,Male,45,3,,2,1,1,185599.77,0
3551,15779862,Тестов424,663,Атырау,Female,42,0,116967.68,1,1,1,141756.32,1
3552,15662488,Тестов407,708,Алматы,Female,33,8,110635.32,1,1,1,186489.95,0
3553,15803749,Тестов346,598,Алматы,Female,37,6,,2,1,0,85421.48,0
3554,15752912,Тестов627,590,Астана,Male,33,5,140510.89,1,0,1,94820.85,0
3555,15637461,Тестов527,703,Алматы,Male,26,0,,2,1,0,131093.99,0
3556,15745201,Тестов160,586,Атырау,Female,32,2,139825.34,2,0,1,126263.97,0
3557,15664808,Тестов444,584,Алматы,Male,37,10,,2,1,1,104678.78,0
3558,15761783,Тестов346,730,Алматы,Female,37,2,,1,1,1,166677.35,0
3559,15719302,Тестов568,721,Алматы,Male,42,8,,2,1,1,129562.74,0
3560,15581253,Тестов689,695,Атырау,Male,37,3,140197.71,2,1,0,135502.77,0
3561,15784700,Тестов746,651,Алматы,Male,39,3,,2,0,0,185827.74,0
3562,15692991,Тестов645,639,Атырау,Female,32,8,148021.49,2,1,0,160670.44,0
3563,15593470,Тестов253,598,Алматы,Male,62,10,,1,1,1,131718.12,0
3564,15775662,Тестов779,545,Алматы,Male,27,9,,2,1,0,176712.59,0
3565,15691808,Тестов420,628,Алматы,Female,42,2,,2,1,1,163989.66,0
3566,15698528,Тестов278,696,Алматы,Male,31,3,,2,0,0,90212.34,0
3567,15594812,Тестов648,624,Алматы,Male,35,8,,2,0,1,143619.52,0
3568,15634772,Тестов580,616,Алматы,Male,44,7,,2,1,0,62370.67,0
3569,15710408,Тестов42,704,Астана,Male,37,1,,2,1,1,72993.67,0
3570,15795878,Тестов788,697,Алматы,Female,28,3,,2,1,1,180329.83,0
3571,15783027,Тестов712,645,Астана,Male,33,7,,2,1,1,177830.57,0
3572,15583392,Тестов357,727,Астана,Male,33,9,147751.75,1,1,0,64443.75,0
3573,15650391,Тестов482,521,Астана,Male,52,4,,1,1,0,60721.4,1
3574,15681204,Тестов311,739,Алматы,Female,42,7,,1,1,1,113089.43,0
3575,15692408,Тестов457,635,Атырау,Male,42,1,123969.96,1,1,0,73371.65,0
3576,15737071,Тестов52,684,Алматы,Female,36,0,141789.15,1,1,1,93883.53,0
3577,15807993,Сейдахметов,651,Атырау,Female,44,4,129717.3,1,0,1,165038.43,1
3578,15804052,Тестов370,681,Астана,Male,30,4,,2,1,1,53412.54,0
3579,15681446,Тестов120,589,Алматы,Male,39,0,84560.04,1,0,1,177784.68,0
3580,15660147,Тестов729,653,Астана,Male,36,7,,1,1,0,66526.01,0
3581,15588566,Тестов194,762,Астана,Female,43,4,,2,1,0,149536.15,0
3582,15772995,Тестов156,521,Алматы,Male,38,6,,2,1,0,65868.28,0
3583,15790750,Тестов623,699,Алматы,Male,27,9,,1,1,1,118024.1,0
3584,15692408,Тестов657,653,Астана,Female,46,3,,1,0,0,172782.69,1
3585,15729083,Тестов758,714,Алматы,Female,52,8,,2,0,0,94715.24,0
3586,15771535,Тестов613,551,Астана,Male,46,1,,2,1,0,171768.76,1
3587,15762238,Тестов379,632,Алматы,Male,33,8,,1,1,0,65632.33,0
3588,15783883,Тестов587,670,Алматы,Female,44,9,,2,1,0,173498.45,0
3589,15659327,Тестов732,587,Алматы,Male,49,8,,1,0,0,136985.08,1
3590,15630195,Тестов401,733,Алматы,Female,36,8,,2,1,1,97734.3,0
3591,15762902,Тестов421,685,Астана,Male,29,6,160838.13,1,1,0,67431.28,0
3592,15764491,Тестов814,749,Атырау,Male,37,9,165526.71,2,1,0,103557.93,0
3593,15700772,Тестов442,579,Астана,Female,34,2,,1,0,0,158444.61,0
3594,15654067,Тестов572,721,Атырау,Male,33,9,90927.57,2,1,1,52462.25,0
3595,15782550,Тестов176,598,Алматы,Female,37,9,,2,0,1,146785.44,0
3596,15642997,Тестов702,782,Астана,Female,34,9,,2,1,0,129964.94,0
3597,15625023,Тестов779,601,Алматы,Male,34,1,,2,1,0,72678.75,0
3598,15641004,Тестов701,656,Алматы,Male,28,6,,2,1,1,174435.48,0
3599,15778025,Тестов452,656,Алматы,Female,37,10,152462.79,2,1,1,178028.96,0
3600,15682467,Тестов800,689,Алматы,Female,37,4,,2,1,0,92916.53,0
3601,15677871,Тестов167,652,Атырау,Male,28,9,146798.81,2,1,1,160523.33,0
3602,15808582,Тестов280,561,Астана,Female,33,6,,2,1,1,170320.58,0
3603,15654531,Тестов175,658,Астана,Male,35,4,,1,0,0,73329.04,0
3604,15753861,Тестов757,634,Атырау,Male,31,2,125543.55,2,1,1,166476.95,0
3605,15656592,Тестов138,707,Алматы,Male,34,6,,2,1,0,138889.15,0
3606,15637315,Тестов616,708,Алматы,Male,24,10,,2,1,0,124523.31,0
3607,15777060,Тестов266,727,Алматы,Female,37,1,,1,1,1,97734.3,0
3608,15794122,Тестов179,586,Астана,Male,29,8,113672.18,1,1,1,38962.94,0
3609,15672299,Тестов587,607,Алматы,Female,38,6,,2,0,0,183656.12,0
3610,15587571,Тестов387,745,Алматы,Male,26,7,,2,1,0,93524.19,0
3611,15672053,Тестов127,661,Алматы,Male,46,5,,1,1,0,59650.42,0
3612,15768219,Тестов668,667,Атырау,Female,29,5,154776.42,1,1,1,49373.97,0
